Program,Formal Code,Title,Section,Room1,Room2,Day1,Day2,Time1,Time2,Faculty Full Name,Initial,Cr.
BSCSE,EEE 2124,Electronics Laboratory,H,501 (Circuit Lab),,Tue,,02:00:PM - 04:30:PM, - ,M. Fahmin Rahman,MFRn,1
BSCSE,EEE 2124,Electronics Laboratory,I,504 (Circuit Lab),,Wed,,08:30:AM - 11:00:AM, - ,Taki Yashir,TY,1
BSCSE,EEE 2124,Electronics Laboratory,J,504 (Circuit Lab),,Wed,,11:11:AM - 01:40:PM, - ,Md. Abid Hossain,AbHn,1
BSCSE,EEE 2124,Electronics Laboratory,K,504 (Circuit Lab),,Wed,,02:00:PM - 04:30:PM, - ,Anudwaipaon Antu,AdAn,1
BSCSE,EEE 4261,Green Computing,A,603,603,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Md. Nafis Tahmid Akhand,MNTA,3
BSCSE,EEE 4261,Green Computing,B,631,631,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Md. Nafis Tahmid Akhand,MNTA,3
BSCSE,EEE 4261,Green Computing,C,309,309,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Md. Motaharul Islam,MdMIm,3
BSCSE,EEE 4261,Green Computing,D,431,431,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Motaharul Islam,MdMIm,3
BSCSE,EEE 4261,Green Computing,E,432,432,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Motaharul Islam,MdMIm,3
BSCSE,ENG 1011,English I,AH,428,428,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Umme Habiba,UH,3
BSCSE,ENG 1011,English I,AI,605,605,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Saima Hasin,SaHn,3
BSCSE,ENG 1011,English I,AD,428,428,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Khadijatul Jannat Sumi,KhJS,3
BSCSE,ENG 1011,English I,AC,604,604,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Khadijatul Jannat Sumi,KhJS,3
BSCSE,ENG 1011,English I,AA,604,604,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Khadijatul Jannat Sumi,KhJS,3
BSCSE,ENG 1011,English I,AB,601,601,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Audree Shariar Kazi,AShK,3
BSCSE,ENG 1011,English I,AE,632,632,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Umme Habiba,UH,3
BSCSE,ENG 1011,English I,AF,602,602,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Audree Shariar Kazi,AShK,3
BSCSE,ENG 1011,English I,AG,604,604,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Umme Habiba,UH,3
BSCSE,ENG 1013,English II,AA,605,605,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Christina Miti Rozario,ChMR,3
BSCSE,ENG 1013,English II,AB,605,605,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Christina Miti Rozario,ChMR,3
BSCSE,ENG 1013,English II,AE,602,602,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Christina Miti Rozario,ChMR,3
BSCSE,ENG 1013,English II,AC,701,701,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Md. Ziaul Karim,MZK,3
BSCSE,ENG 1013,English II,AD,630,630,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Ziaul Karim,MZK,3
BSCSE,ENG 1013,English II,AF,429,429,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Christina Miti Rozario,ChMR,3
BSCSE,ENG 1013,English II,AG,603,603,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Mariyam Akther Riya,MARi,3
BSCSE,ENG 1013,English II,AH,429,429,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Mariyam Akther Riya,MARi,3
BSCSE,IPE 3401,Industrial and Operational Management,A,630,630,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Nur Md Alif Ul Islam,NMAI,3
BSCSE,IPE 3401,Industrial and Operational Management,B,630,630,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Nur Md Alif Ul Islam,NMAI,3
BSCSE,IPE 3401,Industrial and Operational Management,C,702,702,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Abu Taher,AbTr,3
BSCSE,IPE 3401,Industrial and Operational Management,D,631,631,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Nur Md Alif Ul Islam,NMAI,3
BSCSE,IPE 3401,Industrial and Operational Management,E,603,603,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Partha Pratim Das Roy,PPDR,3
BSCSE,IPE 3401,Industrial and Operational Management,F,631,631,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Abu Taher,AbTr,3
BSCSE,IPE 3401,Industrial and Operational Management,G,603,603,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Partha Pratim Das Roy,PPDR,3
BSCSE,IPE 3401,Industrial and Operational Management,H,431,431,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Shashwata Sengupta,ShSg,3
BSCSE,IPE 3401,Industrial and Operational Management,I,604,604,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Partha Pratim Das Roy,PPDR,3
BSCSE,IPE 3401,Industrial and Operational Management,J,431,431,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Shashwata Sengupta,ShSg,3
BSCSE,IPE 3401,Industrial and Operational Management,K,432,432,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Partha Pratim Das Roy,PPDR,3
BSCSE,IPE 3401,Industrial and Operational Management,L,601,601,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Shashwata Sengupta,ShSg,3
BSCSE,MATH 1151,Fundamental Calculus,A,604,604,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Asadujjaman,MdAsn,3
BSCSE,MATH 1151,Fundamental Calculus,B,303,303,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,A.K.M. Rayhan,AKMRn,3
BSCSE,MATH 1151,Fundamental Calculus,C,605,605,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,A.K.M. Rayhan,AKMRn,3
BSCSE,MATH 1151,Fundamental Calculus,D,632,632,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Mutasim Billah Kouser,MMBK,3
BSCSE,MATH 1151,Fundamental Calculus,I,631,631,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Nasrina Parvin,NPn,3
BSCSE,MATH 1151,Fundamental Calculus,J,304,304,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Saidul Islam,SIsm,3
BSCSE,MATH 1151,Fundamental Calculus,K,702,702,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Maliha Tasnim,MaTm,3
BSCSE,MATH 1151,Fundamental Calculus,L,632,632,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Tahmid Nowsher,TN,3
BSCSE,MATH 1151,Fundamental Calculus,M,630,630,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Aminur Islam,MdAIm,3
BSCSE,MATH 1151,Fundamental Calculus,N,604,604,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Md. Aminur Islam,MdAIm,3
BSCSE,MATH 1151,Fundamental Calculus,O,432,432,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Nasrina Parvin,NPn,3
BSCSE,MATH 1151,Fundamental Calculus,F,632,632,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Md. Aminur Islam,MdAIm,3
BSCSE,MATH 1151,Fundamental Calculus,G,701,701,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Md. Minhaz Uddin Turjo,MUT,3
BSCSE,MATH 1151,Fundamental Calculus,Q,432,432,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Jashodhan Saha,JAS,3
BSCSE,MATH 1151,Fundamental Calculus,R,605,605,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Saidul Islam,SIsm,3
BSCSE,MATH 1151,Fundamental Calculus,S,601,601,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Shaiful Islam Arafat,ShIA,3
BSCSE,MATH 1151,Fundamental Calculus,T,603,603,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Minhaz Uddin Turjo,MUT,3
BSCSE,MATH 1151,Fundamental Calculus,U,601,601,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Mutasim Billah Kouser,MMBK,3
BSCSE,MATH 1151,Fundamental Calculus,V,630,630,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,A.K.M. Rayhan,AKMRn,3
BSCSE,MATH 1151,Fundamental Calculus,W,602,602,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Nazmul Hasan,NzHn,3
BSCSE,MATH 1151,Fundamental Calculus,X,631,631,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Saidul Islam,SIsm,3
BSCSE,MATH 1151,Fundamental Calculus,Y,602,602,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Mahtab Uddin,MUn,3
BSCSE,MATH 1151,Fundamental Calculus,Z,631,631,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Maliha Tasnim,MaTm,3
BSCSE,MATH 1151,Fundamental Calculus,AA,603,603,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Tahmid Nowsher,TN,3
BSCSE,MATH 1151,Fundamental Calculus,AB,603,603,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Minhaz Uddin Turjo,MUT,3
BSCSE,MATH 1151,Fundamental Calculus,P,605,605,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Maliha Tasnim,MaTm,3
BSCSE,MATH 1151,Fundamental Calculus,H,701,701,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Asadujjaman,MdAsn,3
BSCSE,MATH 1151,Fundamental Calculus,E,602,602,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Nazmul Hasan,NzHn,3
BSCSE,MATH 2183,Calculus and Linear Algebra,A,305,305,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Saima Akter,SamAr,3
BSCSE,MATH 2183,Calculus and Linear Algebra,B,632,632,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Nazia Shifa Mugdha,NSM,3
BSCSE,MATH 2183,Calculus and Linear Algebra,C,604,604,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,S.M. Yiasir Arafat,SMYA,3
BSCSE,MATH 2183,Calculus and Linear Algebra,D,306,306,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Nazia Shifa Mugdha,NSM,3
BSCSE,MATH 2183,Calculus and Linear Algebra,E,701,701,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Saima Akter,SamAr,3
BSCSE,MATH 2183,Calculus and Linear Algebra,F,604,604,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Nazia Shifa Mugdha,NSM,3
BSCSE,MATH 2183,Calculus and Linear Algebra,G,701,701,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Saima Akter,SamAr,3
BSCSE,MATH 2183,Calculus and Linear Algebra,H,703,703,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Saima Akter,SamAr,3
BSCSE,MATH 2183,Calculus and Linear Algebra,I,702,702,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Md. Moynul Islam,MoIm,3
BSCSE,MATH 2183,Calculus and Linear Algebra,J,307,307,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,S.M. Yiasir Arafat,SMYA,3
BSCSE,MATH 2183,Calculus and Linear Algebra,K,701,701,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Md. Minhaz Uddin Turjo,MUT,3
BSCSE,MATH 2183,Calculus and Linear Algebra,L,605,605,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Jashodhan Saha,JAS,3
BSCSE,MATH 2183,Calculus and Linear Algebra,M,703,703,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Nazia Shifa Mugdha,NSM,3
BSCSE,MATH 2183,Calculus and Linear Algebra,N,605,605,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Nasrina Parvin,NPn,3
BSCSE,MATH 2183,Calculus and Linear Algebra,O,703,703,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Nasrina Parvin,NPn,3
BSCSE,MATH 2183,Calculus and Linear Algebra,P,601,601,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,S.M. Yiasir Arafat,SMYA,3
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,A,702,702,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Nazmul Hasan,NzHn,3
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,B,706,706,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Muhaiminul Islam Adnan,MIA,3
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,C,308,308,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Shaiful Islam Arafat,ShIA,3
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,E,632,632,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Nazmul Hasan,NzHn,3
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,F,703,703,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,S.M. Yiasir Arafat,SMYA,3
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,G,706,706,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Muhaiminul Islam Adnan,MIA,3
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,H,701,701,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Saidul Islam,SIsm,3
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,I,702,702,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Sidratul Muntaha,SiMu,3
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,J,630,630,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Muhaiminul Islam Adnan,MIA,3
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,K,602,602,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Muhaiminul Islam Adnan,MIA,3
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,L,630,630,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Sidratul Muntaha,SiMu,3
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,M,603,603,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Nazmul Hasan,NzHn,3
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,N,605,605,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Shaiful Islam Arafat,ShIA,3
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,O,631,631,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,A.K.M. Rayhan,AKMRn,3
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,P,630,630,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Sidratul Muntaha,SiMu,3
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,D,706,706,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,S.M. Yiasir Arafat,SMYA,3
BSCSE,MATH 2205,Probability and Statistics,A,706,706,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Jashodhan Saha,JAS,3
BSCSE,MATH 2205,Probability and Statistics,B,707,707,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Md. Mutasim Billah Kouser,MMBK,3
BSCSE,MATH 2205,Probability and Statistics,D,707,707,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Jashodhan Saha,JAS,3
BSCSE,MATH 2205,Probability and Statistics,E,702,702,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Mahtab Uddin,MUn,3
BSCSE,MATH 2205,Probability and Statistics,F,703,703,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Moynul Islam,MoIm,3
BSCSE,MATH 2205,Probability and Statistics,G,707,707,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Mahtab Uddin,MUn,3
BSCSE,MATH 2205,Probability and Statistics,H,703,703,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Md. Moynul Islam,MoIm,3
BSCSE,MATH 2205,Probability and Statistics,I,631,631,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Ashek Ahmed,AkAd,3
BSCSE,MATH 2205,Probability and Statistics,J,604,604,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Moynul Islam,MoIm,3
BSCSE,MATH 2205,Probability and Statistics,K,632,632,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Ashek Ahmed,AkAd,3
BSCSE,MATH 2205,Probability and Statistics,M,631,631,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Mahtab Uddin,MUn,3
BSCSE,MATH 2205,Probability and Statistics,N,630,630,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,A.K.M. Rayhan,AKMRn,3
BSCSE,MATH 2205,Probability and Statistics,O,632,632,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Mutasim Billah Kouser,MMBK,3
BSCSE,MATH 2205,Probability and Statistics,L,605,605,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Saidul Islam,SIsm,3
BSCSE,MATH 2205,Probability and Statistics,P,702,702,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Mahtab Uddin,MUn,3
BSCSE,MATH 2205,Probability and Statistics,C,309,309,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Moynul Islam,MoIm,3
BSCSE,PHY 2105,Physics,A,707,707,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Sagar Dutta,SaDa,3
BSCSE,PHY 2105,Physics,AA,703,703,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Asaduzzaman,MAn,3
BSCSE,PHY 2105,Physics,AB,702,702,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,S.M. Hasibul Hassan Rizvee,HaHR,3
BSCSE,PHY 2105,Physics,AC,703,703,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Asaduzzaman,MAn,3
BSCSE,PHY 2105,Physics,B,322,322,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Asaduzzaman,MAn,3
BSCSE,PHY 2105,Physics,C,323,323,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,S.M. Hasibul Hassan Rizvee,HaHR,3
BSCSE,PHY 2105,Physics,D,708,708,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Mehedi Hasan,MMeH,3
BSCSE,PHY 2105,Physics,E,706,706,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Nobir Hosen,MNHn,3
BSCSE,PHY 2105,Physics,F,708,708,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Mst. Sornali Akter,MSAr,3
BSCSE,PHY 2105,Physics,G,708,708,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Aymaan Fyroz,AyFz,3
BSCSE,PHY 2105,Physics,H,711,711,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Rabeya Bakar Sarna,RBS,3
BSCSE,PHY 2105,Physics,I,707,707,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Mehedi Hasan,MMeH,3
BSCSE,PHY 2105,Physics,J,711,711,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Nayeem Bin Zahid,NBZ,3
BSCSE,PHY 2105,Physics,K,711,711,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Md. Nobir Hosen,MNHn,3
BSCSE,PHY 2105,Physics,L,722,722,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Rahil Afzal Nihal,RaAN,3
BSCSE,PHY 2105,Physics,M,708,708,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Anindita Adri,AnAd,3
BSCSE,PHY 2105,Physics,N,632,632,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Aymaan Fyroz,AyFz,3
BSCSE,PHY 2105,Physics,O,701,701,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Anindita Adri,AnAd,3
BSCSE,PHY 2105,Physics,P,703,703,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Golam Mohammed Bhuiyan,GMB,3
BSCSE,PHY 2105,Physics,Q,701,701,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Golam Mohammed Bhuiyan,GMB,3
BSCSE,PHY 2105,Physics,R,706,706,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Mst. Sornali Akter,MSAr,3
BSCSE,PHY 2105,Physics,S,701,701,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Rabeya Bakar Sarna,RBS,3
BSCSE,PHY 2105,Physics,T,631,631,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Rahil Afzal Nihal,RaAN,3
BSCSE,PHY 2105,Physics,U,702,702,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Nayeem Bin Zahid,NBZ,3
BSCSE,PHY 2105,Physics,V,702,702,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Sagar Dutta,SaDa,3
BSCSE,PHY 2105,Physics,W,632,632,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Saiful Islam,MSIs,3
BSCSE,PHY 2105,Physics,X,702,702,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Aymaan Fyroz,AyFz,3
BSCSE,PHY 2105,Physics,Y,703,703,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Md. Saiful Islam,MSIs,3
BSCSE,PHY 2105,Physics,Z,701,701,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Mst. Sornali Akter,MSAr,3
BSCSE,PHY 2106,Physics Laboratory,A,510 (Physics Lab),,Sat,,08:30:AM - 11:00:AM, - ,Anindita Adri,AnAd,1
BSCSE,PHY 2106,Physics Laboratory,AA,509 (Phy/Chem Lab),,Wed,,02:00:PM - 04:30:PM, - ,Nayeem Bin Zahid,NBZ,1
BSCSE,PHY 2106,Physics Laboratory,B,510 (Physics Lab),,Sat,,11:11:AM - 01:40:PM, - ,Nayeem Bin Zahid,NBZ,1
BSCSE,PHY 2106,Physics Laboratory,C,704 (Physics Lab),,Sat,,08:30:AM - 11:00:AM, - ,S.M. Hasibul Hassan Rizvee,HaHR,1
BSCSE,PHY 2106,Physics Laboratory,D,704 (Physics Lab),,Sat,,11:11:AM - 01:40:PM, - ,Mst. Sornali Akter,MSAr,1
BSCSE,PHY 2106,Physics Laboratory,E,510 (Physics Lab),,Sun,,08:30:AM - 11:00:AM, - ,Md. Asaduzzaman,MAn,1
BSCSE,PHY 2106,Physics Laboratory,F,510 (Physics Lab),,Sun,,11:11:AM - 01:40:PM, - ,Aymaan Fyroz,AyFz,1
BSCSE,PHY 2106,Physics Laboratory,G,510 (Physics Lab),,Sun,,02:00:PM - 04:30:PM, - ,Md. Mehedi Hasan,MMeH,1
BSCSE,PHY 2106,Physics Laboratory,H,704 (Physics Lab),,Sun,,08:30:AM - 11:00:AM, - ,Md. Nobir Hosen,MNHn,1
BSCSE,PHY 2106,Physics Laboratory,I,704 (Physics Lab),,Sun,,11:11:AM - 01:40:PM, - ,Anindita Adri,AnAd,1
BSCSE,PHY 2106,Physics Laboratory,J,704 (Physics Lab),,Sun,,02:00:PM - 04:30:PM, - ,Md. Nobir Hosen,MNHn,1
BSCSE,PHY 2106,Physics Laboratory,K,509 (Phy/Chem Lab),,Sun,,08:30:AM - 11:00:AM, - ,Rabeya Bakar Sarna,RBS,1
BSCSE,PHY 2106,Physics Laboratory,L,510 (Physics Lab),,Tue,,08:30:AM - 11:00:AM, - ,Md. Mehedi Hasan,MMeH,1
BSCSE,PHY 2106,Physics Laboratory,M,510 (Physics Lab),,Tue,,11:11:AM - 01:40:PM, - ,Md. Saiful Islam,MSIs,1
BSCSE,PHY 2106,Physics Laboratory,N,510 (Physics Lab),,Tue,,02:00:PM - 04:30:PM, - ,Aymaan Fyroz,AyFz,1
BSCSE,PHY 2106,Physics Laboratory,O,704 (Physics Lab),,Tue,,08:30:AM - 11:00:AM, - ,Rabeya Bakar Sarna,RBS,1
BSCSE,PHY 2106,Physics Laboratory,P,704 (Physics Lab),,Tue,,11:11:AM - 01:40:PM, - ,Sagar Dutta,SaDa,1
BSCSE,PHY 2106,Physics Laboratory,Q,704 (Physics Lab),,Tue,,02:00:PM - 04:30:PM, - ,Md. Saiful Islam,MSIs,1
BSCSE,PHY 2106,Physics Laboratory,R,509 (Phy/Chem Lab),,Tue,,08:30:AM - 11:00:AM, - ,Rahil Afzal Nihal,RaAN,1
BSCSE,PHY 2106,Physics Laboratory,S,509 (Phy/Chem Lab),,Tue,,11:11:AM - 01:40:PM, - ,S.M. Hasibul Hassan Rizvee,HaHR,1
BSCSE,PHY 2106,Physics Laboratory,T,510 (Physics Lab),,Wed,,08:30:AM - 11:00:AM, - ,Md. Asaduzzaman,MAn,1
BSCSE,PHY 2106,Physics Laboratory,U,510 (Physics Lab),,Wed,,11:11:AM - 01:40:PM, - ,Rabeya Bakar Sarna,RBS,1
BSCSE,PHY 2106,Physics Laboratory,V,510 (Physics Lab),,Wed,,02:00:PM - 04:30:PM, - ,Anindita Adri,AnAd,1
