Program,Formal Code,Title,Section,Room1,Room2,Day1,Day2,Time1,Time2,Faculty Full Name,Initial,Cr.
BSCSE,PHY 2106,Physics Laboratory,W,704 (Physics Lab),,Wed,,08:30:AM - 11:00:AM, - ,S.M. Hasibul Hassan Rizvee,HaHR,1
BSCSE,PHY 2106,Physics Laboratory,X,704 (Physics Lab),,Wed,,11:11:AM - 01:40:PM, - ,Md. Nobir Hosen,MNHn,1
BSCSE,PHY 2106,Physics Laboratory,Y,704 (Physics Lab),,Wed,,02:00:PM - 04:30:PM, - ,Sagar Dutta,SaDa,1
BSCSE,PHY 2106,Physics Laboratory,Z,509 (Phy/Chem Lab),,Wed,,11:11:AM - 01:40:PM, - ,Md. Mehedi Hasan,MMeH,1
BSCSE,PMG 4101,Project Management,A,722,722,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Rizvan Jawad Ruhan,RJR,3
BSCSE,PMG 4101,Project Management,B,722,722,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Khandokar Md. Rahat Hossain,KMRH,3
BSCSE,PMG 4101,Project Management,C,708,708,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Rizvan Jawad Ruhan,RJR,3
BSCSE,PMG 4101,Project Management,D,711,711,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Muhyminul Haque,MdMH,3
BSCSE,PMG 4101,Project Management,E,706,706,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Md. Muhyminul Haque,MdMH,3
BSCSE,PMG 4101,Project Management,F,706,706,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Suman Ahmmed,SA,3
BSCSE,PMG 4101,Project Management,G,707,707,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Khandokar Md. Rahat Hossain,KMRH,3
BSCSE,PMG 4101,Project Management,H,703,703,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Muhyminul Haque,MdMH,3
BSCSE,PMG 4101,Project Management,I,706,706,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Khandokar Md. Rahat Hossain,KMRH,3
BSCSE,SOC 2101,"Society, Environment and Engineering Ethics",A,723,723,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Md. Minhajul Islam,MMiIm,3
BSCSE,SOC 2101,"Society, Environment and Engineering Ethics",B,711,711,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Nabila Sultana,NaSa,3
BSCSE,SOC 2101,"Society, Environment and Engineering Ethics",C,723,723,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Minhajul Islam,MMiIm,3
BSCSE,SOC 2101,"Society, Environment and Engineering Ethics",D,722,722,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Nabila Sultana,NaSa,3
BSCSE,SOC 2101,"Society, Environment and Engineering Ethics",E,722,722,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Mallika Datta,MD,3
BSCSE,SOC 2101,"Society, Environment and Engineering Ethics",F,723,723,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Salma Begum,SaB,3
BSCSE,SOC 2101,"Society, Environment and Engineering Ethics",G,707,707,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Md. Minhajul Islam,MMiIm,3
BSCSE,SOC 2101,"Society, Environment and Engineering Ethics",H,707,707,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Nazmun Nahar Showmi,NNS,3
BSCSE,SOC 2101,"Society, Environment and Engineering Ethics",I,708,708,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Md. Minhajul Islam,MMiIm,3
BSCSE,SOC 2101,"Society, Environment and Engineering Ethics",J,706,706,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Nazmun Nahar Showmi,NNS,3
BSCSE,SOC 2101,"Society, Environment and Engineering Ethics",K,706,706,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Salma Begum,SaB,3
BSCSE,SOC 2101,"Society, Environment and Engineering Ethics",L,707,707,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Salma Begum,SaB,3
BSCSE,SOC 2101,"Society, Environment and Engineering Ethics",M,707,707,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Mallika Datta,MD,3
BSCSE,TEC 2499,Technology Entrepreneurship,A,407,,Tue,,11:11:AM - 01:40:PM, - ,Khondaker Abdullah -Al-Mamun,KM,3
BSDS,BIO 3107,Biology,BA,306,306,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Mahir Amer Haque,MAmH,3
BSDS,BIO 3107,Biology,BB,305,305,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Muhammad Sibgatullah Zunnun,MSZn,3
BSDS,CSE 2213,Discrete Mathematics,BA,425,425,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Khushnur Binte Jahangir,KBJ,3
BSDS,CSE 2215,Data Structure and Algorithms I,BA,309,309,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Charles Aunkan Gomes,CAG,3
BSDS,CSE 2216,Data Structure and Algorithms I Laboratory,BA,424 (Computer Lab),,Sat,,11:11:AM - 01:40:PM, - ,Charles Aunkan Gomes,CAG,1
BSDS,CSE 2216,Data Structure and Algorithms I Laboratory,BB,726 (Computer Lab),,Tue,,11:11:AM - 01:40:PM, - ,Charles Aunkan Gomes,CAG,1
BSDS,CSE 2217,Data Structure and Algorithms II,BA,325,325,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Md. Tarek Hasan,MdTH,3
BSDS,CSE 2218,Data Structure and Algorithms II Laboratory,BA,522 (Computer Lab),,Tue,,02:00:PM - 04:30:PM, - ,Md. Tarek Hasan,MdTH,1
BSDS,CSE 3521,Database Management Systems,BA,402,402,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Farhan Anan Himu,FAH,3
BSDS,CSE 3521,Database Management Systems,BB,401,401,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Farhan Anan Himu,FAH,3
BSDS,CSE 3522,Database Management Systems Laboratory,BA,528 (Computer Lab),,Sat,,08:30:AM - 11:00:AM, - ,Farhan Anan Himu,FAH,1
BSDS,CSE 3522,Database Management Systems Laboratory,BB,529 (Computer Lab),,Sun,,08:30:AM - 11:00:AM, - ,Farhan Anan Himu,FAH,1
BSDS,DS 1101,Fundamentals of Data Science,BA,603,603,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Iftekharul Abedeen,IAb,3
BSDS,DS 1101,Fundamentals of Data Science,BB,425,425,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Iftekharul Abedeen,IAb,3
BSDS,DS 1115,Object Oriented Programming for Data Science,BA,432,432,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Muhammad Anwarul Azim,MAnAm,3
BSDS,DS 1115,Object Oriented Programming for Data Science,BB,408,408,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Muhammad Anwarul Azim,MAnAm,3
BSDS,DS 1115,Object Oriented Programming for Data Science,BC,429,429,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Muhammad Anwarul Azim,MAnAm,3
BSDS,DS 1116,Object Oriented Programming for Data Science Laboratory,BA,727 (Computer Lab),,Sat,,08:30:AM - 11:00:AM, - ,Iftekharul Abedeen,IAb,1
BSDS,DS 1116,Object Oriented Programming for Data Science Laboratory,BB,826 (Computer Lab),,Sun,,08:30:AM - 11:00:AM, - ,Muhammad Anwarul Azim,MAnAm,1
BSDS,DS 1116,Object Oriented Programming for Data Science Laboratory,BC,827 (Computer Lab),,Tue,,08:30:AM - 11:00:AM, - ,Iftekharul Abedeen,IAb,1
BSDS,DS 1116,Object Oriented Programming for Data Science Laboratory,BD,427 (Computer Lab),,Wed,,08:30:AM - 11:00:AM, - ,Muhammad Anwarul Azim,MAnAm,1
BSDS,DS 1501,Programming for Data Science,BA,408,408,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Khushnur Binte Jahangir,KBJ,3
BSDS,DS 1501,Programming for Data Science,BB (if required),431,431,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,,,3
BSDS,DS 1502,Programming for Data Science Laboratory,BA,626 (Computer Lab),,Sun,,02:00:PM - 04:30:PM, - ,Khushnur Binte Jahangir,KBJ,1
BSDS,DS 1502,Programming for Data Science Laboratory,BB,327 (Computer Lab),,Wed,,11:11:AM - 01:40:PM, - ,TBA,TBA,1
BSDS,DS 3101,Advanced Probability and Statistics,BA,409,409,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Tahmid Mosaddeque,TaMo,3
BSDS,DS 3120,Technical Report Writing and Presentation,BA,927 (Computer Lab),,Sat,,11:11:AM - 01:40:PM, - ,Jannatun Noor Mukta,JNM,2
BSDS,DS 3120,Technical Report Writing and Presentation,BB,927 (Computer Lab),,Tue,,11:11:AM - 01:40:PM, - ,Jannatun Noor Mukta,JNM,2
BSDS,DS 3521,Data Visualization,BA,429,429,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 01:40:PM,Shihab Ahmed,ShAhd,3
BSDS,DS 3522,Data Visualization Laboratory,BA,927 (Computer Lab),,Sun,,02:00:PM - 04:30:PM, - ,Shihab Ahmed,ShAhd,1
BSDS,DS 3885,Data Wrangling,BA,428,428,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,A.H.M. Osama Haque,AHMOH,3
BSDS,DS 4523,Simulation and Modeling,BA,431,431,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Tahmid Mosaddeque,TaMo,3
BSDS,DS 4889,Machine Learning,BA,601,601,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,A.H.M. Osama Haque,AHMOH,3
BSDS,DS 4889,Machine Learning,BB,425,425,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,A.H.M. Osama Haque,AHMOH,3
BSDS,DS 4891,Data Analytics,BA,429,429,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Azizur Rahman Anik,ARnA,3
BSDS,DS 4892,Data Analytics Laboratory,BA,927 (Computer Lab),,Sun,,11:11:AM - 01:40:PM, - ,Azizur Rahman Anik,ARnA,1
BSDS,MATH 1153,Advanced Calculus,BA,632,632,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Muhaiminul Islam Adnan,MIA,3
BSDS,MATH 2107,Linear Algebra,BA,604,604,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Ashek Ahmed,AkAd,3
BSDS,MATH 2107,Linear Algebra,BB,631,631,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Ashek Ahmed,AkAd,3
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
